"","gutenberg_id","text","story"
"805",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"806",1661,"""What then?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"807",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"808",1661,"""I will get her to show me.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"809",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"810",1661,"""But she will refuse.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"811",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"812",1661,"""She will not be able to. But I hear the rumble of wheels. It is","ADVENTURE I. A SCANDAL IN BOHEMIA"
"813",1661,"her carriage. Now carry out my orders to the letter.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"814",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"815",1661,"As he spoke the gleam of the side-lights of a carriage came round","ADVENTURE I. A SCANDAL IN BOHEMIA"
"816",1661,"the curve of the avenue. It was a smart little landau which","ADVENTURE I. A SCANDAL IN BOHEMIA"
"817",1661,"rattled up to the door of Briony Lodge. As it pulled up, one of","ADVENTURE I. A SCANDAL IN BOHEMIA"
"818",1661,"the loafing men at the corner dashed forward to open the door in","ADVENTURE I. A SCANDAL IN BOHEMIA"
"819",1661,"the hope of earning a copper, but was elbowed away by another","ADVENTURE I. A SCANDAL IN BOHEMIA"
"820",1661,"loafer, who had rushed up with the same intention. A fierce","ADVENTURE I. A SCANDAL IN BOHEMIA"
"821",1661,"quarrel broke out, which was increased by the two guardsmen, who","ADVENTURE I. A SCANDAL IN BOHEMIA"
"822",1661,"took sides with one of the loungers, and by the scissors-grinder,","ADVENTURE I. A SCANDAL IN BOHEMIA"
"823",1661,"who was equally hot upon the other side. A blow was struck, and","ADVENTURE I. A SCANDAL IN BOHEMIA"
"824",1661,"in an instant the lady, who had stepped from her carriage, was","ADVENTURE I. A SCANDAL IN BOHEMIA"
"825",1661,"the centre of a little knot of flushed and struggling men, who","ADVENTURE I. A SCANDAL IN BOHEMIA"
"826",1661,"struck savagely at each other with their fists and sticks. Holmes","ADVENTURE I. A SCANDAL IN BOHEMIA"
"827",1661,"dashed into the crowd to protect the lady; but just as he reached","ADVENTURE I. A SCANDAL IN BOHEMIA"
"828",1661,"her he gave a cry and dropped to the ground, with the blood","ADVENTURE I. A SCANDAL IN BOHEMIA"
"829",1661,"running freely down his face. At his fall the guardsmen took to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"830",1661,"their heels in one direction and the loungers in the other, while","ADVENTURE I. A SCANDAL IN BOHEMIA"
"831",1661,"a number of better-dressed people, who had watched the scuffle","ADVENTURE I. A SCANDAL IN BOHEMIA"
"832",1661,"without taking part in it, crowded in to help the lady and to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"833",1661,"attend to the injured man. Irene Adler, as I will still call her,","ADVENTURE I. A SCANDAL IN BOHEMIA"
"834",1661,"had hurried up the steps; but she stood at the top with her","ADVENTURE I. A SCANDAL IN BOHEMIA"
"835",1661,"superb figure outlined against the lights of the hall, looking","ADVENTURE I. A SCANDAL IN BOHEMIA"
"836",1661,"back into the street.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"837",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"838",1661,"""Is the poor gentleman much hurt?"" she asked.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"839",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"840",1661,"""He is dead,"" cried several voices.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"841",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"842",1661,"""No, no, there's life in him!"" shouted another. ""But he'll be","ADVENTURE I. A SCANDAL IN BOHEMIA"
"843",1661,"gone before you can get him to hospital.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"844",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"845",1661,"""He's a brave fellow,"" said a woman. ""They would have had the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"846",1661,"lady's purse and watch if it hadn't been for him. They were a","ADVENTURE I. A SCANDAL IN BOHEMIA"
"847",1661,"gang, and a rough one, too. Ah, he's breathing now.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"848",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"849",1661,"""He can't lie in the street. May we bring him in, marm?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"850",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"851",1661,"""Surely. Bring him into the sitting-room. There is a comfortable","ADVENTURE I. A SCANDAL IN BOHEMIA"
"852",1661,"sofa. This way, please!""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"853",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"854",1661,"Slowly and solemnly he was borne into Briony Lodge and laid out","ADVENTURE I. A SCANDAL IN BOHEMIA"
"855",1661,"in the principal room, while I still observed the proceedings","ADVENTURE I. A SCANDAL IN BOHEMIA"
"856",1661,"from my post by the window. The lamps had been lit, but the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"857",1661,"blinds had not been drawn, so that I could see Holmes as he lay","ADVENTURE I. A SCANDAL IN BOHEMIA"
"858",1661,"upon the couch. I do not know whether he was seized with","ADVENTURE I. A SCANDAL IN BOHEMIA"
"859",1661,"compunction at that moment for the part he was playing, but I","ADVENTURE I. A SCANDAL IN BOHEMIA"
"860",1661,"know that I never felt more heartily ashamed of myself in my life","ADVENTURE I. A SCANDAL IN BOHEMIA"
"861",1661,"than when I saw the beautiful creature against whom I was","ADVENTURE I. A SCANDAL IN BOHEMIA"
"862",1661,"conspiring, or the grace and kindliness with which she waited","ADVENTURE I. A SCANDAL IN BOHEMIA"
"863",1661,"upon the injured man. And yet it would be the blackest treachery","ADVENTURE I. A SCANDAL IN BOHEMIA"
"864",1661,"to Holmes to draw back now from the part which he had intrusted","ADVENTURE I. A SCANDAL IN BOHEMIA"
"865",1661,"to me. I hardened my heart, and took the smoke-rocket from under","ADVENTURE I. A SCANDAL IN BOHEMIA"
"866",1661,"my ulster. After all, I thought, we are not injuring her. We are","ADVENTURE I. A SCANDAL IN BOHEMIA"
"867",1661,"but preventing her from injuring another.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"868",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"869",1661,"Holmes had sat up upon the couch, and I saw him motion like a man","ADVENTURE I. A SCANDAL IN BOHEMIA"
"870",1661,"who is in need of air. A maid rushed across and threw open the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"871",1661,"window. At the same instant I saw him raise his hand and at the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"872",1661,"signal I tossed my rocket into the room with a cry of ""Fire!"" The","ADVENTURE I. A SCANDAL IN BOHEMIA"
"873",1661,"word was no sooner out of my mouth than the whole crowd of","ADVENTURE I. A SCANDAL IN BOHEMIA"
"874",1661,"spectators, well dressed and ill--gentlemen, ostlers, and","ADVENTURE I. A SCANDAL IN BOHEMIA"
"875",1661,"servant-maids--joined in a general shriek of ""Fire!"" Thick clouds","ADVENTURE I. A SCANDAL IN BOHEMIA"
"876",1661,"of smoke curled through the room and out at the open window. I","ADVENTURE I. A SCANDAL IN BOHEMIA"
"877",1661,"caught a glimpse of rushing figures, and a moment later the voice","ADVENTURE I. A SCANDAL IN BOHEMIA"
"878",1661,"of Holmes from within assuring them that it was a false alarm.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"879",1661,"Slipping through the shouting crowd I made my way to the corner","ADVENTURE I. A SCANDAL IN BOHEMIA"
"880",1661,"of the street, and in ten minutes was rejoiced to find my","ADVENTURE I. A SCANDAL IN BOHEMIA"
"881",1661,"friend's arm in mine, and to get away from the scene of uproar.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"882",1661,"He walked swiftly and in silence for some few minutes until we","ADVENTURE I. A SCANDAL IN BOHEMIA"
"883",1661,"had turned down one of the quiet streets which lead towards the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"884",1661,"Edgeware Road.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"885",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"886",1661,"""You did it very nicely, Doctor,"" he remarked. ""Nothing could","ADVENTURE I. A SCANDAL IN BOHEMIA"
"887",1661,"have been better. It is all right.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"888",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"889",1661,"""You have the photograph?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"890",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"891",1661,"""I know where it is.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"892",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"893",1661,"""And how did you find out?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"894",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"895",1661,"""She showed me, as I told you she would.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"896",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"897",1661,"""I am still in the dark.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"898",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"899",1661,"""I do not wish to make a mystery,"" said he, laughing. ""The matter","ADVENTURE I. A SCANDAL IN BOHEMIA"
"900",1661,"was perfectly simple. You, of course, saw that everyone in the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"901",1661,"street was an accomplice. They were all engaged for the evening.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"902",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"903",1661,"""I guessed as much.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"904",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"905",1661,"""Then, when the row broke out, I had a little moist red paint in","ADVENTURE I. A SCANDAL IN BOHEMIA"
"906",1661,"the palm of my hand. I rushed forward, fell down, clapped my hand","ADVENTURE I. A SCANDAL IN BOHEMIA"
"907",1661,"to my face, and became a piteous spectacle. It is an old trick.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"908",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"909",1661,"""That also I could fathom.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"910",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"911",1661,"""Then they carried me in. She was bound to have me in. What else","ADVENTURE I. A SCANDAL IN BOHEMIA"
"912",1661,"could she do? And into her sitting-room, which was the very room","ADVENTURE I. A SCANDAL IN BOHEMIA"
"913",1661,"which I suspected. It lay between that and her bedroom, and I was","ADVENTURE I. A SCANDAL IN BOHEMIA"
"914",1661,"determined to see which. They laid me on a couch, I motioned for","ADVENTURE I. A SCANDAL IN BOHEMIA"
"915",1661,"air, they were compelled to open the window, and you had your","ADVENTURE I. A SCANDAL IN BOHEMIA"
"916",1661,"chance.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"917",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"918",1661,"""How did that help you?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"919",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"920",1661,"""It was all-important. When a woman thinks that her house is on","ADVENTURE I. A SCANDAL IN BOHEMIA"
"921",1661,"fire, her instinct is at once to rush to the thing which she","ADVENTURE I. A SCANDAL IN BOHEMIA"
"922",1661,"values most. It is a perfectly overpowering impulse, and I have","ADVENTURE I. A SCANDAL IN BOHEMIA"
"923",1661,"more than once taken advantage of it. In the case of the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"924",1661,"Darlington substitution scandal it was of use to me, and also in","ADVENTURE I. A SCANDAL IN BOHEMIA"
"925",1661,"the Arnsworth Castle business. A married woman grabs at her baby;","ADVENTURE I. A SCANDAL IN BOHEMIA"
"926",1661,"an unmarried one reaches for her jewel-box. Now it was clear to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"927",1661,"me that our lady of to-day had nothing in the house more precious","ADVENTURE I. A SCANDAL IN BOHEMIA"
"928",1661,"to her than what we are in quest of. She would rush to secure it.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"929",1661,"The alarm of fire was admirably done. The smoke and shouting were","ADVENTURE I. A SCANDAL IN BOHEMIA"
"930",1661,"enough to shake nerves of steel. She responded beautifully. The","ADVENTURE I. A SCANDAL IN BOHEMIA"
"931",1661,"photograph is in a recess behind a sliding panel just above the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"932",1661,"right bell-pull. She was there in an instant, and I caught a","ADVENTURE I. A SCANDAL IN BOHEMIA"
"933",1661,"glimpse of it as she half-drew it out. When I cried out that it","ADVENTURE I. A SCANDAL IN BOHEMIA"
"934",1661,"was a false alarm, she replaced it, glanced at the rocket, rushed","ADVENTURE I. A SCANDAL IN BOHEMIA"
"935",1661,"from the room, and I have not seen her since. I rose, and, making","ADVENTURE I. A SCANDAL IN BOHEMIA"
"936",1661,"my excuses, escaped from the house. I hesitated whether to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"937",1661,"attempt to secure the photograph at once; but the coachman had","ADVENTURE I. A SCANDAL IN BOHEMIA"
"938",1661,"come in, and as he was watching me narrowly it seemed safer to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"939",1661,"wait. A little over-precipitance may ruin all.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"940",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"941",1661,"""And now?"" I asked.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"942",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"943",1661,"""Our quest is practically finished. I shall call with the King","ADVENTURE I. A SCANDAL IN BOHEMIA"
"944",1661,"to-morrow, and with you, if you care to come with us. We will be","ADVENTURE I. A SCANDAL IN BOHEMIA"
"945",1661,"shown into the sitting-room to wait for the lady, but it is","ADVENTURE I. A SCANDAL IN BOHEMIA"
"946",1661,"probable that when she comes she may find neither us nor the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"947",1661,"photograph. It might be a satisfaction to his Majesty to regain","ADVENTURE I. A SCANDAL IN BOHEMIA"
"948",1661,"it with his own hands.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"949",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"950",1661,"""And when will you call?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"951",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"952",1661,"""At eight in the morning. She will not be up, so that we shall","ADVENTURE I. A SCANDAL IN BOHEMIA"
"953",1661,"have a clear field. Besides, we must be prompt, for this marriage","ADVENTURE I. A SCANDAL IN BOHEMIA"
"954",1661,"may mean a complete change in her life and habits. I must wire to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"955",1661,"the King without delay.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"956",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"957",1661,"We had reached Baker Street and had stopped at the door. He was","ADVENTURE I. A SCANDAL IN BOHEMIA"
"958",1661,"searching his pockets for the key when someone passing said:","ADVENTURE I. A SCANDAL IN BOHEMIA"
"959",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"960",1661,"""Good-night, Mister Sherlock Holmes.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"961",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"962",1661,"There were several people on the pavement at the time, but the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"963",1661,"greeting appeared to come from a slim youth in an ulster who had","ADVENTURE I. A SCANDAL IN BOHEMIA"
"964",1661,"hurried by.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"965",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"966",1661,"""I've heard that voice before,"" said Holmes, staring down the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"967",1661,"dimly lit street. ""Now, I wonder who the deuce that could have","ADVENTURE I. A SCANDAL IN BOHEMIA"
"968",1661,"been.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"969",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"970",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"971",1661,"III.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"972",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"973",1661,"I slept at Baker Street that night, and we were engaged upon our","ADVENTURE I. A SCANDAL IN BOHEMIA"
"974",1661,"toast and coffee in the morning when the King of Bohemia rushed","ADVENTURE I. A SCANDAL IN BOHEMIA"
"975",1661,"into the room.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"976",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"977",1661,"""You have really got it!"" he cried, grasping Sherlock Holmes by","ADVENTURE I. A SCANDAL IN BOHEMIA"
"978",1661,"either shoulder and looking eagerly into his face.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"979",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"980",1661,"""Not yet.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"981",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"982",1661,"""But you have hopes?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"983",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"984",1661,"""I have hopes.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"985",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"986",1661,"""Then, come. I am all impatience to be gone.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"987",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"988",1661,"""We must have a cab.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"989",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"990",1661,"""No, my brougham is waiting.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"991",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"992",1661,"""Then that will simplify matters."" We descended and started off","ADVENTURE I. A SCANDAL IN BOHEMIA"
"993",1661,"once more for Briony Lodge.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"994",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"995",1661,"""Irene Adler is married,"" remarked Holmes.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"996",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"997",1661,"""Married! When?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"998",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"999",1661,"""Yesterday.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1000",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1001",1661,"""But to whom?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1002",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1003",1661,"""To an English lawyer named Norton.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1004",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1005",1661,"""But she could not love him.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1006",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1007",1661,"""I am in hopes that she does.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1008",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1009",1661,"""And why in hopes?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1010",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1011",1661,"""Because it would spare your Majesty all fear of future","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1012",1661,"annoyance. If the lady loves her husband, she does not love your","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1013",1661,"Majesty. If she does not love your Majesty, there is no reason","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1014",1661,"why she should interfere with your Majesty's plan.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1015",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1016",1661,"""It is true. And yet--Well! I wish she had been of my own","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1017",1661,"station! What a queen she would have made!"" He relapsed into a","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1018",1661,"moody silence, which was not broken until we drew up in","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1019",1661,"Serpentine Avenue.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1020",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1021",1661,"The door of Briony Lodge was open, and an elderly woman stood","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1022",1661,"upon the steps. She watched us with a sardonic eye as we stepped","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1023",1661,"from the brougham.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1024",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1025",1661,"""Mr. Sherlock Holmes, I believe?"" said she.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1026",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1027",1661,"""I am Mr. Holmes,"" answered my companion, looking at her with a","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1028",1661,"questioning and rather startled gaze.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1029",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1030",1661,"""Indeed! My mistress told me that you were likely to call. She","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1031",1661,"left this morning with her husband by the 5:15 train from Charing","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1032",1661,"Cross for the Continent.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1033",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1034",1661,"""What!"" Sherlock Holmes staggered back, white with chagrin and","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1035",1661,"surprise. ""Do you mean that she has left England?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1036",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1037",1661,"""Never to return.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1038",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1039",1661,"""And the papers?"" asked the King hoarsely. ""All is lost.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1040",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1041",1661,"""We shall see."" He pushed past the servant and rushed into the","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1042",1661,"drawing-room, followed by the King and myself. The furniture was","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1043",1661,"scattered about in every direction, with dismantled shelves and","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1044",1661,"open drawers, as if the lady had hurriedly ransacked them before","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1045",1661,"her flight. Holmes rushed at the bell-pull, tore back a small","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1046",1661,"sliding shutter, and, plunging in his hand, pulled out a","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1047",1661,"photograph and a letter. The photograph was of Irene Adler","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1048",1661,"herself in evening dress, the letter was superscribed to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1049",1661,"""Sherlock Holmes, Esq. To be left till called for."" My friend","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1050",1661,"tore it open and we all three read it together. It was dated at","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1051",1661,"midnight of the preceding night and ran in this way:","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1052",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1053",1661,"""MY DEAR MR. SHERLOCK HOLMES,--You really did it very well. You","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1054",1661,"took me in completely. Until after the alarm of fire, I had not a","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1055",1661,"suspicion. But then, when I found how I had betrayed myself, I","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1056",1661,"began to think. I had been warned against you months ago. I had","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1057",1661,"been told that if the King employed an agent it would certainly","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1058",1661,"be you. And your address had been given me. Yet, with all this,","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1059",1661,"you made me reveal what you wanted to know. Even after I became","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1060",1661,"suspicious, I found it hard to think evil of such a dear, kind","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1061",1661,"old clergyman. But, you know, I have been trained as an actress","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1062",1661,"myself. Male costume is nothing new to me. I often take advantage","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1063",1661,"of the freedom which it gives. I sent John, the coachman, to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1064",1661,"watch you, ran up stairs, got into my walking-clothes, as I call","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1065",1661,"them, and came down just as you departed.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1066",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1067",1661,"""Well, I followed you to your door, and so made sure that I was","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1068",1661,"really an object of interest to the celebrated Mr. Sherlock","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1069",1661,"Holmes. Then I, rather imprudently, wished you good-night, and","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1070",1661,"started for the Temple to see my husband.","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1071",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1072",1661,"""We both thought the best resource was flight, when pursued by","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1073",1661,"so formidable an antagonist; so you will find the nest empty when","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1074",1661,"you call to-morrow. As to the photograph, your client may rest in","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1075",1661,"peace. I love and am loved by a better man than he. The King may","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1076",1661,"do what he will without hindrance from one whom he has cruelly","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1077",1661,"wronged. I keep it only to safeguard myself, and to preserve a","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1078",1661,"weapon which will always secure me from any steps which he might","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1079",1661,"take in the future. I leave a photograph which he might care to","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1080",1661,"possess; and I remain, dear Mr. Sherlock Holmes,","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1081",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1082",1661,"                                      ""Very truly yours,","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1083",1661,"                                   ""IRENE NORTON, nee ADLER.""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1084",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1085",1661,"""What a woman--oh, what a woman!"" cried the King of Bohemia, when","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1086",1661,"we had all three read this epistle. ""Did I not tell you how quick","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1087",1661,"and resolute she was? Would she not have made an admirable queen?","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1088",1661,"Is it not a pity that she was not on my level?""","ADVENTURE I. A SCANDAL IN BOHEMIA"
"1089",1661,"","ADVENTURE I. A SCANDAL IN BOHEMIA"
